product_name,picture,link,price,instock
Pokemon - Sword & Shield - Champions Path - Hatterene V Box,background-image:url('//cdn.shopify.com/s/files/1/0261/9795/0486/products/pokemon-sword-shield-champions-path-hatterene-box-collection-609_1024x.jpg?v=1629852113');,/products/pokemon-sword-shield-champions-path-hatterene-v-box-releases-september-25th,$34.95,
Pokemon - Sword & Shield - Champions Path - Dubwool V Box,background-image:url('//cdn.shopify.com/s/files/1/0261/9795/0486/products/pokemon-sword-shield-champions-path-dubwool-box-collection-895_1024x.jpg?v=1629852109');,/products/pokemon-sword-shield-champions-path-dubwool-v-box,$34.95,
Pokemon - Sword & Shield - Champions Path - Turfield Gym Pin Collection,background-image:url('//cdn.shopify.com/s/files/1/0261/9795/0486/products/pokemon-sword-shield-champions-path-turfield-gym-pin-collection-box-750_1024x.jpg?v=1629852104');,/products/pokemon-sword-shield-champions-path-turfield-gym-pin-collection,$41.95,
Pokemon - Sword & Shield - Champions Path - Hulbury Gym Pin Collection,background-image:url('//cdn.shopify.com/s/files/1/0261/9795/0486/products/pokemon-sword-shield-champions-path-hulbury-gym-pin-collection-box-368_1024x.jpg?v=1629852098');,/products/pokemon-sword-shield-champions-path-hulbury-gym-pin-collection-released-september-25th,$41.95,
Pokemon - Sword & Shield - Champions Path - Motostoke Gym Pin Collection,background-image:url('//cdn.shopify.com/s/files/1/0261/9795/0486/products/pokemon-sword-shield-champions-path-motostoke-gym-pin-collection-box-241_1024x.jpg?v=1629852094');,/products/pokemon-sword-shield-champions-path-motostoke-gym-pin-collection-releases-september-25th,$41.95,
Champions Path Elite Trainer Box,background-image:url('//cdn.shopify.com/s/files/1/0261/9795/0486/products/champions-path-elite-trainer-box-532_1024x.jpg?v=1629852090');,/products/pokemon-champions-path-elite-trainer-box-releases-september,$129.99,
Ultra Prism 3 Pack Blister,background-image:url('//cdn.shopify.com/s/files/1/0261/9795/0486/products/ultra-prism-3-pack-blister-305_1024x.jpg?v=1629852078');,/products/ultra-prism-3-pack-blister,$39.99,
"Pokemon Card Game Sun & Moon Expansion Pack ""tag Battle"" 30pack Box",background-image:url('//cdn.shopify.com/s/files/1/0261/9795/0486/products/pokemon-card-game-sun-moon-expansion-pack-tag-battle-30pack-box_1024x.jpg?v=1612587413');,/products/pokemon-card-game-sun-moon-expansion-pack-tag-battle-30pack-box,$249.95,
Team up Checklane Blister Mimikyu Promo and Pikachu Promo,background-image:url('//cdn.shopify.com/s/files/1/0261/9795/0486/products/team-checklane-blister-mimikyu-promo-pikachu-pack-136_1024x.jpg?v=1629851533');,/products/team-up-checklane-blister-mimikyu-promo-and-pikachu-promo,$39.95,
Team up Checklane Blister W/ Mimikyu Promo,background-image:url('//cdn.shopify.com/s/files/1/0261/9795/0486/products/team-checklane-blister-w-mimikyu-promo-pack-520_1024x.jpg?v=1629851489');,/products/sun-moon-team-up-checklane-blister-w-mimikyu-promo,$22.95,
Hidden Fates Ultra Premium Collection,background-image:url('//cdn.shopify.com/s/files/1/0261/9795/0486/products/hidden-fates-ultra-premium-collection-box-288_1024x.jpg?v=1629851480');,/products/pre-order-hidden-fates-ultra-premium,$969.95,
Sun and Moon Elite Trainer Box - Lunala,background-image:url('//cdn.shopify.com/s/files/1/0261/9795/0486/products/sun-moon-elite-trainer-box-lunala-353_1024x.jpg?v=1629851397');,/products/sun-and-moon-elite-trainer-box-lunala,$59.99,
